Jrk. nr	Autor	Pealkiri	sarja nimetus	köide	zanr	kirjastus	aasta	kogus	Laenutatud
374	Tom Bower	Punane ämblikuvõrk			spiooniromaan				
375	Alistair MacLean	Kotkaloss			romaan				
376	Kathy Reichs	Juba surnud	Menukirjanike sari		romaan				
377	Arthur Hailey	Hotell	Menukirjanike sari		romaan				
378	Arthur Hailey	Kõrged ametikohad	Menukirjanike sari		romaan				
379	Frederick Forsyth	Jumala rusikas			poliitiline põnevusromaan				
380	Tom Macaulay	Riigi vaenlane			poliitiline põnevusromaan				
381	Scott Turow	Süütuse presumptsioon			kriminaalromaan				
382	Tony Hillerman	Esimene kotkas	Menukirjanike sari		kriminaalromaan				
383	Gemma O'Connor	Vari langeb			kriminaalromaan				
384	E. L. Doctorow	Billy Bathgate			gangsteriromaan				
385	Robert Ludlum	Chancellori käsikiri			poliitiline põnevusromaan				
386	Robert Ludlum	Bourney identiteet	Jason Bourney lood	I raamat	kriminaalromaan	Hotger			
387	Robert Ludlum	Bourney ülemvõim	Jason Bourney lood	II raamat	kriminaalromaan	Hotger			
388	Robert Ludlum	Bourney ultimaatum	Jason Bourney lood	III raamat	kriminaalromaan	Hotger			
389	Robert Ludlum	Halidoni karje			kriminaalromaan	Hotger			
390	Robert Ludlum	Rhinemanni tehing			kriminaalromaan	Hotger			
391	Robert Ludlum	Trevayne			kriminaalromaan	Hotger			
392	Patricia D. Cornwell	"Ainus, mis jääb  "	Doktor Kay Scarpetta juhtum		kriminaalromaan				
393	Patricia D. Cornwell	Vaestekalmistult	Doktor Kay Scarpetta juhtum		kriminaalromaan				
394	Patricia D. Cornwell	Julm ja tavatu	Doktor Kay Scarpetta juhtum	2 tükki	kriminaalromaan				
395	Jonathan Kellermann	Võrk			põnevusromaan				
396	Adam Hall	"Quiller, üheksas detektiiv"			kriminaalromaan				
397	Tami Hoag	Vaieldamatu süüdlane			kriminaalromaan				
398	Tom Clancy	Võimumängud	poliitika bestseller		kriminaalromaan				
399	Tom Clancy & Steve Pieczenik	Vaenuteed	poliitika bestseller		kriminaalromaan				
400	Nelson Demille	Kindrali tütar			kriminaalromaan	Travon			
401	DeanKoontz	Hääled öös	poliitika bestseller		kriminaalromaan	Travon			
402	Henri Troyat	Rasputin			elulugu	Eesti Raamat			
403	"Norbert Klugmann, Peter Mathews"	Ajutiselt surnud			kriminaalromaan	Eesti Raamat			
404	Lawrence Sanders	Kaheksas käsk			kriminaalromaan	Varrak			
405	Lawrence Sanders	Kümnes käsk			kriminaalromaan	Varrak			
406	Heino Tõnismägi	Ajaroimad							
407	Jeffrey Archer	Varaste aumõiste			poliitiline kriminull	Varrak			
408	Jeffrey Archer	Üheteistkümnes käsk			poliitiline kriminull	Ajaraamat	2000		
409	John Grisham	Aguliadvokaat			krimnaalromaan	Varrak			
410	Arthur Hailey	Õhtused Uudised	thriller		thriller	Kupar			
411	Murray Smith	Saatana zonglöör	thriller		thriller	Kupar			
412	Michael Cordy	Imegeen	thriller		thriller	Kupar			
413	Arthur C. Clarke	2001 kosmoseodüsseia			thriller	Kupar			
414	Tom Clancy	Kremli kardinal	thriller		thriller	Kupar			
415	Dick Francis	Leinamas	Menukirjanike sari (must)		krimnaalromaan	Ersen			
416	Mario Puzo	Viimane don	Menukirjanike sari (must)		krimnaalromaan	Ersen			
417	Arthur Hailey	Tõhus ravim	Menukirjanike sari (must)		krimnaalromaan	Ersen			
418	John Saul	Blackstone'I varjud	Menukirjanike sari (must)		krimnaalromaan	Ersen			
419	"Daniel P.Mannix, Malcolm Cowley"	Mustad lastid			ajalooline romaan	Eesti Raamat			
420	Vladimir Neff	Borgiate sõrmus			romaan	Eesti Raamat			
421	Albert Kivikas	Karuskose			romaan	Roto			
422	Maurice Druon	Raudne kuningas			ajalooline romaan	Eesti Raamat			
423	Per Wahlöö	Veoauto			poliitiline kriminull	Eesti Raamat			
424	Veniamin Tarkus	Lahkumise tarkus			romaan	Eesti Raamat			
425	Klaus-Peter Wolf	Rock'n'roll ja ridamaja			romaan	Eesti Raamat			
426	Ingmar Bergman	Laterna magica			mälestusteraamat	Eesti Raamat			
427	Ann Must	Tuba			jutte	Eesti Raamat			
428	Wolfram zu Mondfeld	Napoleoni piraat			romaan	Olion			
429	Roberta Leigh	"Tormine, pilvine abielu"	Lemmikraamat		armastusromaan	Kuldsulg			
430	Milan Kundera	Nali			romaan	Eesti Raamat			
431	Francoise Sagan	Kurbus kummaline tunne			romaan	Varrak			
432	Mario Vargas Llosa	Kapten ja külastajannad			stiiriline romaan	Eesti Raamat			
433	Ameerika novelle	Broadway öö	valimik ameerika novelle		novellid	Riiklik kirjastus	1962		
434	Lars Görling	491			romaan	Eesti Raamat			
435	Andre' Maurois	Perekonnaring			armastusromaan	Eesti Raamat			
436	Marina Vlady	Katkenud lend			mälestusteraamat	Eesti Raamat	1991		
437	William Woolfolk	Mu nimi on Morgan			romaan	Olion			
438	Per Wahlöö	"31 korruse hukk * Mees, kes haihtus nagu suits"	Põnevik		romaan	Eesti Raamat	1985		
439	Alexandre Dumas	Krahv Monte-Cristo I	Põnevik	I osa	romaan	Eesti Raamat	1987		
440	Alexandre Dumas	Krahv Monte-Cristo II	Põnevik	II osa	romaan	Eesti Raamat	1988		
441	Saksa kriminaal- ja põnevusjutte	Mõrvar	Põnevik		jutte	Eesti Raamat	1990		
442	Julian Semjonov	Seitseteist kevadist hetke	Põnevik		romaan	Eesti Raamat	1983		
443	Wilkie Collins	Kuukivi	Põnevik		romaan	Eesti Raamat	1985		
444	Henry Troyat	Katariina II	Monograafiad		monograafia	Kunst	1996		
445	Marcus Junkelmann	Gustav Adolf	Monograafiad		monograafia	Kunst	1997		
446	Hans Fallada	Raudne Gustav			romaan	Eesti Raamat	1988		
447	Alexandre Dumas	Krahvinna de Monsoreau	Põnevik	I raamat	romaan	Tiritamm	1996		
448	Alexandre Dumas	Krahvinna de Monsoreau	Põnevik	II raamat	romaan	Tiritamm	1996		
449	Alexandre Dumas	Krahvinna de Monsoreau	Põnevik	III raamat	romaan	Tiritamm	1997		
450	Alexandre Dumas	Kuninganna Margot	Põnevik		romaan	Tiritamm	1994		
451	George Sand	Krahvinna Rudolstadt		I osa	romaan	Ajaraamat	1997		
452	George Sand	Krahvinna Rudolstadt		II osa	romaan	Ajaraamat	1998		
453	Oskar Kruus	Pühajärve album			noorsooromaan	Eesti Raamat	1989		
454	Vladimir Korzets	On nigu on			naljad	Pikker	1989		
455	Louanne Goeddert	Ostetud isa			romaan	PAF	1994		
456	Charles Dickens	David Copperfield	Nüüdisromaan	I raamat	noorsooromaan	Eesti Raamat	1991		
457	Charles Dickens	David Copperfield	Nüüdisromaan	II raamat	noorsooromaan	Eesti Raamat	1991		
458	Siegfried Lenz	Eeskuju	Nüüdisromaan		noorsooromaan	Eesti Raamat	1987		
459	Alberts Bels	Juured	Nüüdisromaan		romaan	Eesti Raamat	1987		
460	John Gardner	Sügisvalgus	Nüüdisromaan		romaan	Eesti Raamat	1986		
461	Margaret Drabble	Nõelasilm	Nüüdisromaan		romaan	Eesti Raamat	1987		
462	Per Gunnar Evander	Esmaspäevad Fannyga	Nüüdisromaan		armastusromaan	Eesti Raamat	1982		
463	Pavel Peviznov	Öösel valgetel hobustel	Nüüdisromaan		romaan				
464	Mykolas Sluckis	Päeva veerengutel	Nüüdisromaan		romaan				
465	Ellen Glasgow	Barren Ground (inglise keeles)			romaan	Moskva	1981		
466	Jürgen Thorwald	Sada aastat kriminalistikat			teaduslik	Eesti Raamat	1981		
467	Christian Heermann	Sing sing vaikis			populaarteaduslik	Eesti Raamat	1979		
468	Gerhart Hauptmann	Fantoom	50 sendine romaan		romaan	Mareti trükk	1939		
469	Esko Lepp	Puugravüüri ja linoollõike tehnika			teaduslik	Kommunist	1955		
470	J. Parksett	Aedvaarikas			teaduslik	Valgus	1965		
471	V. Kalva	Sirelid			teaduslik	Valgus	1988		
472	Olev Joonase	Katmikkultuuride väetamine			teaduslik	Valgus	1986		
473	Jakob Palk	Ploomi- ja kirsipuude kasvatamine			teaduslik	Valgus	1984		
474	V. Kiisaar	Kirsid			teaduslik	Valgus	1969		
475	Karin Kuningas	Aediirised			teaduslik	Valgus	1980		
476	J. Vahur	Aiasaaduste värskelt säilitamine			teaduslik	Valgus	1970		
477	Jüri Vahur	Väikeaia katmikalad			teaduslik	Valgus	1991		
478	A. Süvalepp	Kiviktaimla			teaduslik	EKR	1957		
479	K. Kask R. Piir	Uusi puuvilja- ja marjakultuure			teaduslik	Valgus	1980		
480	O. Pogen	Meie marjad			teaduslik	Valgus	1977		
481	Heino Kiik	Taimetark		1. raamat	teaduslik	Eesti Raamat	1976		
482	Heino Kiik	Taimetark		2. raamat	teaduslik	Eesti Raamat	1976		
483	J. Kivistik	Puuviljandus			teaduslik	Valgus	1983		
484	Endel Holm	Nupuka aiapidaja väikesed kavalused			teaduslik	Valgus			
485	autorite kollektiiv	Gladioolide kataloog		3. raamat	teaduslik		1988		
486	autorite kollektiiv	Gladioolid			teaduslik		1988		
487	autorite kollektiiv	Gladioolisortide kataloog			teaduslik		1988		
488	E. Pärtel	Viljapuude ja marjakultuuride kahjustajad			teaduslik	Valgus	1974		
489	V. Kuusk	Unbrohud ja prahitaimed			teaduslik	Valgus	1984		
490	E. Veski	Iluaiandus			teaduslik	Valgus	1979		
491	H. Sarapuu	Puud ja põõsad haljastuses			teaduslik	Valgus	1983		
492	H. Kivi K. Kivi	Aiakultuuride haiguste määraja			teaduslik	Valgus	1976		
493	M. Saar	Murud		1. raamat	teaduslik	Valgus	1979		
494	J. Halifman	Kimalased			teaduslik	Valgus	1978		
495	Artur Viks	Aiandus väikeaedades			teaduslik	Valgus	1985		
496	Ella Kukk	Maaelaniku koduaed		2. trükk	teaduslik	Valgus	1985		
497	H. Krall	Rohumaataimede tõusmed			teaduslik	Valgus	1973		
498	Arthur Conan-Doyle	Baskervillide koer			seiklus	Eesti Raamat	1973		
499	Beverly Guhl	Kassid on etemad kui mehed			naljaraamat	Varrak	1996		
500	Desmond Bagley	Vaenlane			põnevus	Ra mona			
501	Theun de Vries	Rembrant			romaan	Kommunist	1960		
502	Andre' Maurois	Sir Aleksander Flemingi elu	Biograafiline sari		biograafiline raamat	Eesti Raamat	1979		
503	Vilhelm Moberg	Ratsuta täna öösel			romaan	Eesti Raamat	1983		
504	Kareel Capek	Jutud ühest taskust. Jutud teisest taskust			kriminaalromaan	Eesti Raamat	1983		
505	Johan Borgen	Mina			biograafiline raamat	Eesti Raamat	1971		
506	Olav Duun	Inimene ja deemon			fantaasia	Eesti Raamat	1968		
507	Sergei Kuulik	Saar merede ristmikul	Maailm ja mõnda		reisikirjeldused	Olion	1990		
508	Heinrich Alexsander Stoll	Koobas Surnumere ääres	Maailm ja mõnda		reisikirjeldused	Olion	1992		
509	Thor Heyerdahl	Fatuhiva	Maailm ja mõnda		reisikirjeldused	Olion	1989		
510	Nikolai Roerich	Altaihimaalaja	Maailm ja mõnda		reisikirjeldused	Olion	1990		
511	Gerald Durrell	Loomaaed pagasis; Parem varblane pihus…	Maailm ja mõnda		reisikirjeldused	Olion	1988		
512	V. Nevski	Vene lipu all ümber maailma	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1957		
513	N. Garin	Ümbermaailmareisi päevikutest	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1957		
514	Thor  Heyerdahl	Kon-Tiki ekspeditsioon	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1957		
515	V. Volovits	Aasta põhjapoolusel	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1960		
516	A. Fiedler	Küla Madagaskaril	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1957		
517	V. Arsenjev	Läbi taiga	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1959		
518	J. Hanzelka M. Zikmund	Aafrika	Maailm ja mõnda	1. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1958		
519	J. Hanzelka M. Zikmund	Aafrika	Maailm ja mõnda	2. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1959		
520	J. Hanzelka M. Zikmund	Aafrika	Maailm ja mõnda	3. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1959		
521	J. Marek	Maa ekvaatori all	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1961		
522	A. Lundkvist	Vulkaaniline kontinent	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1962		
523	D. Livingston	Reisid Lõuna-Aafrika	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1961		
524	J. Gontsarov	Fregatt Pallada	Maailm ja mõnda	1. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1958		
525	J. Gontsarov	Fregatt Pallada	Maailm ja mõnda	2. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1958		
526	C. Ceram	"Jumalad, hauakambrid, õpetlased"	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1961	2 tk	
527	Ernest Hemingway	Aafrika haljad künkad	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1963	2 tk	
528	Tenzin	Lume tiiger	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1960		
529	C. Mytinger	Mööda koralli merd	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1962		
530	N.M. Prezewalski	Reisid  	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1962		
531	Juhan Smuul	"Jaapan, meri, detsember"	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1963		
532	Per Wästberg	Mustas nime kirjas	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1962		
533	F. Nansen	Fram polaarmeredes	Maailm ja mõnda	1. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1959	2 tk	
534	F. Nansen	Fram polaarmeredes	Maailm ja mõnda	2. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1959	2 tk	
535	S. Orbutsev	Tundmatutel radadel	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1957		
536	R. Scott	R. Scotti viimane ekspeditsioon	Maailm ja mõnda	1. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1959		
537	R. Scott	R. Scotti viimane ekspeditsioon	Maailm ja mõnda	2. raamat	reisikirjeldused	Eesti Riiklik Kirjastus	1959		
538	Juhan Smuul	Jäine raamat	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1959	2 tk	
539	V. Vetlina	Krimmi reisid	Maailm ja mõnda		reisikirjeldused	Eesti Riiklik Kirjastus	1958		
540	V. Veresajev	Aleksander Sergejevits Puskin	Biograafiline sari		biograafia	Teaduslik kirjandus	1948		
541	Leo (Lev) Tolstoi	Sõda ja rahu		II	romaan	Ilukirjandus ja kunst	1946		
542	Ivan Aleksandrovits Gontsarov	Järsak			romaan	Ilukirjandus ja kunst	1949		
543	Aleksei Tolstoi	Peeter Esimene		I	romaan	Eesti Riiklik Kirjastus	1959	2  tükki	
544	Ivan S. Turgenev	Valitud jutustusi			jutte	Ilukirjandus ja kunst	1947		
545	Vene kirjanike	Tulilind	Vene kirjanike muinasjutte		jutte	Eesti Riiklik Kirjastus	1951		
546	Vladimir Korolenko	Pime moosekant			romaan	Ilukirjandus ja kunst	1948		
547	Maksim Gorki	Ema			romaan	Ilukirjandus ja kunst	1946	2 tükki	
548	Nikolai Ostrovski	Kuidas karastus teras			romaan	Ilukirjandus ja kunst	1947		
549	Mihhail Bubennov	Valge kask			romaan	Ilukirjandus ja kunst	1948		
550	tundmatu eesti kirjanik	Kadunud päike			romaan				
551	Lü Bai-jui	Komissar			jutustus	Eesti Riiklik Kirjastus	1952		
552	Herve' Bazin	Poja pärast			romaan	Eesti Raamat	1967		
553	Lev Tolstoi	Kasakad	Kooli kirjavara		romaan		1969		
554	Aleksander Tsakovski	Võit		I	romaan	Eesti Raamat	1981		
555	Aleksander Tsakovski	Võit		II	romaan	Eesti Raamat	1983		
556	Aleksander Tsakovski	Võit		III	romaan	Eesti Raamat	1984		
557	A.A. Ignatiev	Viiskümmend aastat rivis		I	romaan	Eesti Riiklik Kirjastus	1959		
558	A.A. Ignatiev	Viiskümmend aastat rivis		II	romaan	Eesti Riiklik Kirjastus	1959		
559	Valentin Kaverin	Kaks kaptenit		II	romaan	Ilukirjandus ja kunst	1948		
560	Lev Tolstoi	Anna Karenina		I	romaan	Eesti Raamat	1978		
561	Lev Tolstoi	Anna Karenina		II	romaan	Eesti Raamat	1978		
562	Stefan Heym	Ristirüütlid			romaan	Eesti Riiklik Kirjastus	1954		
563	Juri Korolkov	"Inimene, kelle jaoks ei olnud saladusi"	Richard Sorge		biograafia	Eesti Raamat	1967		
564	Leonid Solovjov	Rahurikkuja			romaan	Eesti Raamat	1972		
565	Boris Polevoi	Jutustus tõelisest inimesest			romaan	Eesti Raamat	1978		
566	I. Grekova	Kateeder			romaan	Eesti Raamat	1980		
567	Willi Bredel	Sugulased ja tuttavad			romaan	Eesti Riiklik Kirjastus	1955		
568	Anatoli Toboljak	Ühe armastuse lugu			noorsooromaan	Eesti Raamat	1979		
569	Thamaz Tsiladze	Valge suits			noorsooromaan	Eesti Raamat	1971		
570	Margarita Lovtsikova	Kui andestamine on kurjast	Prokuröri märkmeid		populaarteaduslik	Eesti Raamat	1973		
571	Nõukogude kirjanikud	Veidi iseendast	"endast, oma tööst ja muustki"		biograafia	Eesti Raamat	1978		
572	Regina Ezera	Kuupaisteta öö			romaan	Eesti Raamat	1975		
573	I. Ilf ja J. Petrov	12 tooli ja Kuldvasikas			romaan	Eesti Riiklik Kirjastus	1962		
574	Dzalol Ilkromi	Tule tütar			romaan	Eesti Raamat	1973		
575	Georgi Makarov	Siber		II	romaan	Eesti Raamat	1977		
576	Luigi Pirandello	Kadunud Mattia Pascal	Nobeli laureaadid		romaan	Loodus	1935		
577	Matvei Teveljov	"Verhoviina, mägede maa …"			romaan	Eesti Riiklik Kirjastus	1956		
578	Anatoli Rõbakov	Arbati lapsed			romaan	Eesti Raamat	1988		
579	Aleksander Puskin	Luulevalimik			luulekogu	Ilukirjandus ja kunst	1949		
580	Lev Tolstoi	Jutustused	Lev N. Tolstoi kogutud teosed (14)	III	jutustused	Eesti Riiklik Kirjastus	1956		
581	Lev Tolstoi	"Lapsepõlv, poisiiga ja noorus"			romaan	Eesti Raamat	1976		
582	D. Mamin-Sibirjak	Privalovite miljonid			romaan	Eesti Riiklik Kirjastus	1952		
583	Mihhail Solohhov	Ülesküntud uudismaa		I	romaan	Eesti Raamat	1980	2 tk	
584	Mihhail Solohhov	Ülesküntud uudismaa		II	romaan	Eesti Raamat	1980	2 tk	
585	Issai Kalasnikov	Julm sajand		I	romaan	Eesti Raamat	1983		
586	Issai Kalasnikov	Julm sajand		II	romaan	Eesti Raamat	1983		
587	Hans Lebrecht	Vassarite paleed			romaan	Eesti Riiklik Kirjastus	1960		
588	A.I. Ertel	Gardeninid			romaan	Eesti Riiklik Kirjastus	1957		
589	Aleksander Tsakovski	Blokaad		II	romaan	Eesti Raamat	1975		
590	Vilis Lacis	Tiivutud linnud			romaan	Eesti Raamat	1989		
591	Vilis Lacis	Kaluri poeg			romaan	Eesti Raamat	1987		
592	Vilis Lacis	Kaluri poeg			romaan	Eesti Riiklik Kirjastus	1956		
593	Vilis Lacis	Uuele rannale			romaan	Eesti Riiklik Kirjastus	1953		
594	Vilis Lacis	Massi ebajumal			romaan	Eesti Riiklik Kirjastus	1989		
595	Edgar Allan Poe	novelle			novellid	Eesti Raamat	1989		
596	Anatole France0	Thais. Kuningatar Hanejala praeköök			romaan	Eesti Raamat	1969		
597	Kurt Vonegut	Tsempionide eine			romaan	Eesti Raamat	1979		
598	Anti Tuuri	Jõgi voolab läbi linna	Nüüdisromaan		romaan	Eesti Raamat	1983		
599	Rosamunde Pilcher	Elukarusell			romaan	Eesti Raamat	1998		
600	M. Kask V. Kuusk S. Talts L. Viljasoo	Metsa- ja niidutaimed			teaduslik	Valgus	1978		
601	autorite kollektiiv	Taimede välimääraja		2. köide	teaduslik	Valgus	1975		
602	V. Roost	Toalilled			teaduslik	Valgus	1973		
603	Nodar Dumbadze	Igaviku seadused			romaan	Eesti Raamat	1983		
604	Aleksei Tolstoi	Emigrandid	Aleksei Toltstoi teosed kümnes köites	7. raamat	romaan	Eesti Raamat	1978		
605	Grigori Hodzer	Suurpere lõpp			romaan	Eesti Raamat	1969		
606	J. Toman M. Tomanov	Sokrates			romaan	Eesti Raamat	1981		
607	Aleksei Jugov	Sõdalased			romaan	Eesti Raamat	1965		
608	Zaharia Stancu	Mustlaslaager			romaan	Eesti Raamat	1978		
609	David Herbert Kawrece	Pojad ja armastajad			romaan	Eesti Raamat	1985		
610	E. Hamilton	Antiikmütoloogia			teaduslik	Eesti Raamat	1975		
611	 A. ja C. Centkiewicz	"Fridtjof, mis sinust küll saab"	Biograafiline sari		biograafiline raamat	Eesti Raamat	1976		
612	J. Burian B. Mouchova	Etruskide kuulsus ja langus			teaduslik	Valgus	1973		
613	Hergi Kaarik	"Vask, kuld ja raud olid esimesed"	Mosaiik		teaduslik	Valgus	1984		
614	Ritchie R. Ward	Bioloogiline kell	Mosaiik		teaduslik	Valgus	1981		
615	N. Tseboksarov I. Tseboksarov	Rahvad rassid kultuurid	Mosaiik		teaduslik	Valgus	1976		
616	H. Bauer	Seiklusrikkas süvameri	Teaduste radadel		teaduslik	Eesti Riiklik Kirjastus	1961		
617	Rafail Gurter Juri Polunov	Abakusest raalini	Mosaiik		teaduslik	Valgus	1980		
618	J. Selirand E. Tõnisson	Läbi aastatuhandete	Teaduste radadel		teaduslik	Eesti Riiklik Kirjastus	1963		
619	A. Süvalepp M. Süvalepp	Madalakasvulised püsililled			teaduslik	Valgus	1976		
620	E. Sarapuu	Kõrgekasvulised püsililled			teaduslik	Valgus	1978		
621	L. Carlsson	Kaks esimest eluaastat			teaduslik	Valgus	1989		
622	Jean Jovaliste	Hämmastavalt ajakohane Nostradamus			teaduslik	Olion	1993		
623	Edda ja Eduard Paukson	Astroloogilised majad Eesti laiuskraadid			teaduslik	Aa	1995		
624	E. Neppi	Tervistav jõud kodumaa taimedes			teaduslik	Roto	1991		
625	T. Sosnitski A. Üksti	Vi ses I sverige			sõnaraamat	Regio ja Olion	1990		
626	M. Ambros	Lapse seksuaaltervishoid			teaduslik	Valgus	1971		
627	Milvi Koplus	Kosmilised numbrid			teaduslik	Perioodika	1992		
628	Juha Janerva	Numberoloogia ja armastus			teaduslik	Sinisukk	1993		
629	Arvo Veski Jaak Veski	Korteri remont			tööabistaja	Valgus	1982		
630	 E. Muuk ja G. Tuksam	Väike Saksa-Eesti sõnaraamat			sõnaraamat	TEK	1942		
631	G. Uspenski	Kaitsealustes põlismetsades	Maailm ja mõnda		reisikirjeldused	Eesti Raamat	1966		
632	Jiri Hanzelka Miroslav Zikmund	Kuusirp kummuli	Maailm ja mõnda		reisikirjeldused	Eesti Raamat	1965		
633	A. Fiedler	Kalad laulavad Ucalis	Maailm ja mõnda		reisikirjeldused	Eesti Raamat	1965		
634	J.L.B. Smith	Kuidas avastati latimeeria	Maailm ja mõnda		reisikirjeldused	Eesti Raamat	1964		
635	N. Valion	Viis kontinenti	Maailm ja mõnda		reisikirjeldused	Eesti Raamat	1967		
636	Francis Chichester	Mere ja taeva üksilduses	Maailm ja mõnda		reisikirjeldused	Eesti Raamat	1972		
